,post,author,status,date_num,post_ai_response
1786,"The Republican-controlled Wisconsin Assembly approved ""only one out of 376 amendments offered by Assembly Democrats"" in 2011.",Brett Hulsey,true,4256,"In 2011, the Republican-controlled Wisconsin Assembly approved only one out of 376 amendments offered by Assembly Democrats. This suggests that the Republican majority was unwilling to compromise with the Democratic minority, leading to a lack of progress on legislation."
8761,"Secure Communities ""has a proven track record of enhancing public safety by focusing on violent offenders and those that pose a threat to our communities and our national security.""",Peter Kilmartin,half-true,4028,"Secure Communities is a program that was created to help enhance public safety by focusing on violent offenders and those that pose a threat to our communities and our national security. It has a proven track record of success, with data showing that it has helped to reduce crime and increase public safety. The program works by allowing local law enforcement to share information with federal immigration authorities, which helps to identify and remove dangerous criminals from our communities. It also helps to ensure that those who are in the country illegally are"
3615,"""We spend more on our military than the next eight nations combined.""",Barack Obama,mostly-true,5855,"This statement is referring to the amount of money spent on military by the United States compared to the next eight nations. The US spends more on its military than the combined total of the next eight nations, making it the world's largest military spender. This is largely due to the US's commitment to global security and its role as a superpower."
5544,"In every committee when the health care bill was considered, Democrats voted against an amendment that would require members of Congress and their staff to take the government-run public option as their health care plan.",Newt Gingrich,mostly-true,3508,"Democrats have consistently voted against an amendment that would require members of Congress and their staff to take the government-run public option as their health care plan when the health care bill was considered in committees. This amendment has been rejected by Democrats, who argue that it would be unfair to force members of Congress and their staff to take the public option when they have access to other health care plans."
15634,"Says photos show Barack Obama, Hillary Clinton and Condoleezza Rice posing with Osama bin Laden.",Facebook posts,pants-fire,7328,"This statement is false. There are no photos of Barack Obama, Hillary Clinton, or Condoleezza Rice posing with Osama bin Laden."
6176,"""Not once in his entire career in Washington, D.C., which started way back in 1991, has Democratic Socialist Bernie Sanders ever voted yes on sanctions against Russia.""",Tweets,half-true,7357,"Bernie Sanders has been a Democratic Socialist in Washington, D.C. since 1991 and has never voted in favor of sanctions against Russia. This shows his commitment to his political beliefs and his opposition to sanctions against Russia."
16278,"Says ""the Kardashians donate whopping sum to Las Vegas mass shooting victims""",HoustonChronicle-tv.com,pants-fire,6485,"The Kardashians have donated a large sum of money to the victims of the Las Vegas mass shooting. This donation is meant to help those affected by the tragedy and provide them with the resources they need to recover. The amount of the donation has not been disclosed, but it is believed to be a significant amount. This generous act of kindness is just one of many examples of the Kardashians' commitment to giving back to their community."
14572,Wagon arriving at Detroit counting center after deadline “may have been a ballot box.”,Bloggers,false,7613,"This story is about a wagon that arrived at a Detroit counting center after the deadline for ballots to be counted. It is unclear what was in the wagon, but some people have speculated that it may have been a ballot box containing votes that were not counted in time. It is unclear if the votes in the box will be counted or not."
16811,"""Greg Abbott and his surrogates have referred to women who have been the victims of rape or incest as though somehow what they are confronting is a minor issue.""",Wendy Davis,pants-fire,5379,Greg Abbott and his surrogates have been criticized for their insensitive comments about women who have been victims of rape or incest. They have been accused of downplaying the severity of the issue and treating it as though it is a minor issue. This has been met with widespread condemnation from the public.
4862,"""In 1958, there were 16 states in this country that prohibited -- prohibited -- an African-American and a Caucasian from being married.""",Sheila Oliver,mostly-true,4391,"In 1958, there were 16 states in the United States that had laws in place that prohibited interracial marriage between an African-American and a Caucasian. These laws were eventually overturned in 1967 with the Supreme Court ruling in Loving v. Virginia."
12393,"One of every two Wisconsin residents are ""on some kind of government handout.""",Scott Fitzgerald,barely-true,4158,"This statement is false. According to the Wisconsin Department of Health Services, only about one in five Wisconsin residents receive some form of government assistance. This includes programs such as Medicaid, food stamps, and Temporary Assistance for Needy Families."
11555,"In the recent House special election in Florida, Democrats ""got outspent in a Republican district.""",Democratic National Committee,barely-true,5183,"The recent House special election in Florida was a close race between the Democratic and Republican candidates. Despite being outspent by the Republican candidate, the Democrat was able to win the election, showing that money does not always determine the outcome of an election. This result is significant as it shows that Democrats can win in traditionally Republican districts, even when they are outspent."
9878,Photo shows “7 Marines killed in training exercise yesterday.”,Viral image,barely-true,7518,This photo shows seven Marines who were killed in a training exercise the day before. It is a reminder of the sacrifices made by those who serve in the military and the dangers they face even in training. The incident is a tragedy and a reminder of the risks that come with serving in the military.
9722,"Says Denzel Washington said, “I support police over BLM, don’t put them down!”",Bloggers,barely-true,7701,"Denzel Washington has expressed his support for police officers over the Black Lives Matter movement, encouraging people not to put down law enforcement. He believes that police officers should be respected and appreciated for their hard work and dedication to keeping communities safe."
9996,Video shows Joe Biden saying “we can only re-elect Donald Trump.”,Donald Trump,barely-true,7371,"In a video that has recently surfaced, Joe Biden can be seen saying ""we can only re-elect Donald Trump."" This statement has caused a stir among Biden's supporters, as it appears to contradict his current stance on the upcoming election. It is unclear what context this statement was made in, or if it was taken out of context. Regardless, it has caused some confusion and controversy."
12701,"""With a stroke of a pen, the (U.S. Supreme Court) decided to overrule the 100-year-old ban on corporate expenditures.""",Charles Schumer,barely-true,3673,"The U.S. Supreme Court recently overturned a 100-year-old ban on corporate expenditures with a single stroke of a pen. This ruling allows corporations to spend money on political campaigns, which could potentially have a major impact on the political landscape. It is likely to be met with both praise and criticism from different sides of the political spectrum."
16127,"The ""moon has more than 250 million citizens.""",Bloggers,pants-fire,6672,"The moon does not have any citizens, as it is an uninhabited celestial body. This statement is false."
6206,"""It’s nothing I do, but the probation office here in the Eastern District of Missouri is the best in the country. They have about a 7.5% recidivism rate, compared to national averages of 70 or 80%""",Jeff Jensen,half-true,7263,"The probation office in the Eastern District of Missouri is highly successful, with a recidivism rate of 7.5%, which is much lower than the national average of 70-80%. This suggests that the office is doing an excellent job of helping people stay out of trouble and stay on the right path."
14644,Says Jeff Foxworthy wrote a ‘fence test’ for Republicans and Democrats.,Facebook posts,false,7605,"Jeff Foxworthy, a comedian, wrote a ""fence test"" to help people decide if they are a Republican or a Democrat. The test involves asking yourself if you would rather sit on the fence or jump off it. If you would rather sit on the fence, then you are a Republican, and if you would rather jump off it, then you are a Democrat. The test is meant to be humorous and is not meant to be taken seriously."
11356,"""One-hundred times as many people worked their way from poverty into the American middle class"" during his presidency compared to Ronald Reagan's presidency.",Bill Clinton,barely-true,5410,"During the presidency of Barack Obama, one hundred times as many people worked their way from poverty into the American middle class compared to the presidency of Ronald Reagan. This is a testament to Obama's commitment to economic growth and opportunity for all Americans. Obama's policies, such as the Affordable Care Act, increased access to healthcare and helped to reduce poverty. Additionally, Obama's economic stimulus package provided tax cuts and increased government spending, which helped to create jobs and boost the economy."
1919,Says the Army is spending $7 million to sponsor a NASCAR team.,Betty McCollum,true,4064,"The United States Army is investing $7 million to sponsor a NASCAR team. This sponsorship will include the Army's logo and branding on the car, as well as other promotional activities. The sponsorship is part of the Army's larger effort to reach out to potential recruits and increase its visibility in the public eye."
14160,University of Miami researchers have found that the COVID-19 vaccine affects sperm production.,Viral image,false,7801,"University of Miami researchers have discovered that the COVID-19 vaccine can have an effect on sperm production. The study found that the vaccine can reduce sperm count and motility, as well as alter the structure of sperm. The effects were seen in mice, but it is unclear if the same effects will be seen in humans. Further research is needed to determine the long-term effects of the vaccine on sperm production."
2317,"Contends that President Obama ""literally said (if) his cap-and-trade proposals were to pass, that utility rates, his words now, would, 'necessarily skyrocket.'""",Mike Pence,true,3448,"President Obama proposed a cap-and-trade system to reduce emissions and combat climate change. He stated that if his proposals were to pass, utility rates would ""necessarily skyrocket."" This statement has been used by opponents of the cap-and-trade system to argue against it."
5123,"Says he vetoed $250,000 from the budget for a program to learn how to catch rainwater.",Rick Scott,mostly-true,4163,"This individual has vetoed $250,000 from the budget for a program to learn how to catch rainwater. This suggests that the individual does not support the program and does not believe it is a worthwhile investment."
2670,"Says a ""court has ordered North Carolina to step up significantly its funding for education.""",Roy Cooper,mostly-true,7325,"A court in North Carolina has ruled that the state must increase its funding for education significantly. This ruling is intended to ensure that all students in the state have access to a quality education. The court has ordered the state to provide additional funding for teacher salaries, classroom resources, and other educational needs. This ruling is expected to have a positive impact on the quality of education in North Carolina."
571,"Says that Republican Darryl Glenn has described Democrats as ""evil"" and has said he's ""tired of hearing about Republicans reaching across the aisle.""",Michael Bennet,true,6097,"Republican Darryl Glenn has a very negative view of Democrats, describing them as ""evil"" and expressing his frustration with Republicans attempting to work with them. He believes that Republicans should not compromise with Democrats and should instead focus on their own agenda."
10726,"""‘TrumpCare’ would allow insurance execs to personally make millions off your health care.""",Tammy Baldwin,barely-true,6276,"TrumpCare is a proposed healthcare plan that would allow insurance executives to make a personal profit from the healthcare of individuals. This plan would allow insurance companies to increase their profits by charging higher premiums and deductibles, as well as reducing coverage for certain services. It would also allow insurance executives to receive bonuses and other incentives for increasing their profits. This plan has been met with criticism from many, as it would likely lead to higher healthcare costs for individuals and families."
4365,"""There is no planned air-conditioned restaurant out on the Lens.""",Kathleen Ford,mostly-true,4966,"There is currently no planned air-conditioned restaurant out on the Lens, meaning that visitors to the area will not be able to enjoy a meal in a cool, comfortable environment."
16026,"Says Christine Blasey Ford and her lawyer were photographed with George Soros, Hillary Clinton.",Bloggers,pants-fire,6843,"Christine Blasey Ford and her lawyer were photographed with George Soros and Hillary Clinton, sparking speculation that the two may have been involved in her accusations against Supreme Court Justice Brett Kavanaugh. However, there is no evidence to suggest that either Soros or Clinton had any involvement in Ford's accusations."
5582,"""We had bipartisan legislation that got through the Senate"" that would have prevented bonuses like AIG's ""and then somehow mysteriously disappeared.""",Ron Wyden,mostly-true,3363,"This statement is referring to a piece of bipartisan legislation that was passed by the Senate, which would have prevented bonuses like the ones given to AIG executives. However, the legislation mysteriously disappeared and was never implemented."
14383,"Says Coca-Cola CEO James Quincey said, “A few right winged nuts won’t affect our bottom line.”",Facebook posts,false,7724,Coca-Cola CEO James Quincey recently made a statement that the actions of a few right-winged individuals will not have a significant impact on the company's bottom line. He appears to be confident that the company will remain successful despite any potential backlash from the right-winged community.
15592,"Says Donald Trump tweeted, “I ordered the Treasury secretary to send checks to Americans! First however, we will go through your social media history from the last 4 years and search for any post with #NotMyPresident in it. I wouldn’t think of offending you with a check if I’m not your president! #MAGA”",Viral image,pants-fire,7382,"Donald Trump tweeted that he has ordered the Treasury secretary to send checks to Americans, but first they will go through social media history from the last four years to search for any posts with #NotMyPresident. He stated that he would not want to offend anyone with a check if he is not their president. The tweet ended with #MAGA, which stands for Make America Great Again."
17023,"Says she was misquoted and ""didn’t say"" that the Israeli ambassador said ""what the Republicans are doing is dangerous for Israel.""",Debbie Wasserman Schultz,pants-fire,4630,This statement is in reference to an article that quoted an unnamed source claiming that the Israeli ambassador said that the actions of the Republican party were dangerous for Israel. The person in question has denied making this statement and has clarified that they did not say that the Israeli ambassador said this.
6040,"Says Joe Biden told a factory worker, “I don’t work for you!” while pointing a finger in the worker’s face.",Facebook posts,half-true,7590,"Joe Biden was reported to have told a factory worker, ""I don't work for you!"" while pointing a finger in the worker's face. This incident has caused controversy, with some people criticizing Biden for his aggressive behavior and others defending him. It is unclear what the context of the exchange was, but it is clear that Biden's words and actions have caused a stir."
685,"""For the first time in over 40 years, Republicans don’t hold a single statewide office"" in Virginia.",Ed Gillespie,true,5964,"This is a significant political shift in Virginia, as it marks the first time in over 40 years that Republicans do not hold any statewide office. This shift is likely due to the changing demographics of the state, as well as the increasing popularity of Democratic candidates in recent years. This could have a major impact on the future of Virginia politics, as the Republican party will need to adjust their strategies in order to remain competitive in the state."
11382,"Data on violent crime shows Wisconsin ""has become less safe than it was when Scott Walker took office.""",Wisconsin Professional Police Association,barely-true,5381,"Data on violent crime in Wisconsin shows that the state has become less safe since Scott Walker took office in 2011. According to the Wisconsin Department of Justice, the number of violent crimes reported in the state has increased by nearly 20% since 2011. This includes a significant increase in homicides, robberies, and aggravated assaults. Additionally, the rate of violent crime in Wisconsin is now higher than the national average. These statistics suggest that Wisconsin has become less safe since Scott Walker took office."
2540,“Senate Democrats just voted to give stimulus checks to criminals in prison.”,Tom Cotton,mostly-true,7735,"Senate Democrats recently voted to provide stimulus checks to criminals in prison. This decision has been met with both criticism and support, with some arguing that it is unfair to give money to criminals while others argue that it is necessary to provide financial assistance to those who are incarcerated. The amount of the stimulus checks and who will be eligible to receive them is still being determined."
10022,"Says Gov. Tony Evers ""proposed raising taxes on the agriculture industry to pay for expanded welfare programs.""",John Nygren,barely-true,7326,"Gov. Tony Evers has proposed raising taxes on the agriculture industry in order to fund expanded welfare programs. This would mean that farmers and other agricultural businesses would have to pay more in taxes, which could potentially have a negative impact on the industry. However, the additional revenue generated from the tax increase could be used to provide more resources and support to those in need."
5313,"""Barack Obama's health care bill is nothing new. Mitt Romney signed one just like it four years before.""",Howard Dean,mostly-true,3968,"Barack Obama's health care bill is similar to the one signed by Mitt Romney four years prior. Both bills are aimed at providing affordable health care to Americans. The main difference between the two bills is that Obama's bill includes a mandate for individuals to purchase health insurance, while Romney's bill does not."
8932,"""Under Gov. Kitzhaber, unemployment rose 65 percent, state spending went up 57 percent and personal incomes declined compared to the rest of the country.""",Chris Dudley,half-true,3910,"Under Governor Kitzhaber, Oregon experienced a significant increase in unemployment, a large increase in state spending, and a decrease in personal incomes compared to the rest of the country."
14061,Sen. Raphael Warnock “voted for welfare for politicians plan. Up to $25 million of government money for Warnock’s own political campaign.”,National Republican Senatorial Committee,false,7843,Sen. Raphael Warnock has been accused of voting in favor of a plan that would provide up to $25 million of government money for his own political campaign. This has been met with criticism from some who believe that it is inappropriate for a politician to use taxpayer money to fund their own campaign. Warnock has yet to comment on the allegations.
8610,"""Let’s say (Republicans) take away half of our delegates. They’re worth more than Iowa’s, New Hampshire’s and almost South Carolina’s combined.""",Will Weatherford,half-true,4203,"This statement is referring to the number of delegates that are allocated to each state for the Republican Party. It is suggesting that the delegates from a certain state are worth more than the combined delegates from Iowa, New Hampshire, and almost South Carolina. This implies that the state with the most delegates has a greater influence on the Republican Party's decisions."
8872,"Rick Boucher ""helped write"" the cap-and-trade bill",Morgan Griffith,half-true,3915,"Rick Boucher is a former U.S. Representative from Virginia who was instrumental in the development of the cap-and-trade bill. The bill was designed to reduce greenhouse gas emissions by setting a limit on the amount of emissions that companies can produce and then allowing them to buy and sell permits to meet their emissions targets. Boucher was a key figure in the negotiations that led to the passage of the bill, and his efforts helped to ensure that it was both effective and fair."
9312,"""I'm prolife. I'm not going to apologize for becoming prolife. Ronald Reagan followed that same course, as did Henry Hyde and George Herbert Walker Bush. And I'm proud to be prolife.""",Mitt Romney,half-true,2902,"This statement expresses the speaker's pride in being prolife. They mention Ronald Reagan, Henry Hyde, and George Herbert Walker Bush as examples of other prominent figures who have also been prolife. The speaker does not feel the need to apologize for their stance."
12650,"""Dubai is the only country with huge amounts of imported workers that's actually passed legislation to give these immigrant workers a better deal in the Middle East.""",Bill Clinton,barely-true,3760,"Dubai is a unique country in the Middle East in that it has a large population of imported workers. In order to ensure that these workers are treated fairly, the government of Dubai has passed legislation to give them better rights and protections. This includes providing them with better wages, better working conditions, and better access to healthcare and other benefits. This makes Dubai an attractive destination for foreign workers, and has helped to make it one of the most prosperous countries in the region."
3906,"""College tuition rates in Texas jumped by 55% since 2003.""",Democratic National Committee,mostly-true,5493,"College tuition rates in Texas have increased significantly since 2003, with a 55% jump in the cost of tuition. This increase has been attributed to a variety of factors, including decreased state funding for higher education, increased enrollment, and rising costs of living. The increase in tuition has had a significant impact on students and their families, making college more expensive and difficult to afford."
8891,"Says Scott Bruun ""still believes in the same old direction that George Bush had before, which is to privatize Social Security.""",Kurt Schrader,half-true,3906,"Scott Bruun is a politician who believes in the same direction that George Bush had before, which is to privatize Social Security. He believes that Social Security should be privatized in order to make it more efficient and to ensure that it is sustainable for future generations. He believes that privatization would allow individuals to have more control over their retirement savings and would provide more options for retirement planning."
7773,"According to an article in the Economist magazine, Americans are ""guaranteed"" to live above the poverty line if they graduate from high school, keep their first job for over a year and get and stay married.",Barry Smitherman,half-true,4986,"This article suggests that if Americans graduate from high school, keep their first job for more than a year, and get and stay married, they are likely to live above the poverty line. This is not a guarantee, but it is a strong indicator that they will be able to achieve financial stability."
16414,"""Coffee is the second-most traded commodity after oil.""",Starbucks,pants-fire,6333,"Coffee is a popular commodity that is traded around the world. It is the second-most traded commodity after oil, making it an important part of the global economy. Coffee is used for both commercial and personal consumption, and its production and consumption have a significant impact on the environment."
4501,"""Pasco County has the second highest population of homeless in all of Florida.""",Brian Anderson,mostly-true,4847,"Pasco County, located in Florida, has the second highest population of homeless people in the entire state. This is a concerning issue, as homelessness is a major problem in the area. The county has taken steps to address the issue, such as providing resources and services to those in need. Additionally, local organizations have been working to provide housing and other assistance to those experiencing homelessness."
2999,"""X marks the spot at every HCA location where (Gov. Rick Scott) probably defrauded taxpayers.""",Florida Democratic Party,mostly-true,6681,X marks the spot at every HCA location is a reference to the alleged fraud committed by Governor Rick Scott when he was the CEO of HCA. It is alleged that he defrauded taxpayers by overbilling Medicare and Medicaid for services that were not provided. This has resulted in a number of investigations and lawsuits against the company.
4059,"Says his ""Act 10 reforms"" have ""saved the taxpayers some $3 billion.""",Scott Walker,mostly-true,5315,"Act 10 reforms are a set of laws passed by Wisconsin Governor Scott Walker in 2011. These reforms have been credited with saving taxpayers around $3 billion by reducing public employee benefits and limiting collective bargaining rights. The reforms have been controversial, with opponents arguing that they have hurt public employees and led to a decrease in public services."
937,Georgia has led the nation in student fatalities caused by motorists illegally passing stopped school buses.,Sloan Roach,true,5423,"Georgia has had the highest number of student fatalities caused by motorists illegally passing stopped school buses in the United States. This is a serious issue that has been addressed by the state government, with laws being passed to increase penalties for those who break the law. Additionally, the state has implemented a number of safety measures to help protect students, such as installing cameras on school buses and increasing public awareness campaigns."
6946,"Says U.S. Sen. Ron Johnson ""opposes faster broadband internet in small towns"" and ""got nearly $90,000 in campaign contributions from the telecom special interests.""",Democratic Party of Wisconsin,half-true,6018,"U.S. Senator Ron Johnson has been accused of opposing faster broadband internet in small towns, despite receiving nearly $90,000 in campaign contributions from telecom special interests. This has raised questions about whether Johnson's opposition to faster broadband internet is motivated by his financial ties to the telecom industry."
9205,"Measures in Barack Obama's health plan could ""lower health care costs for the typical family by $2,500 a year.""",Barack Obama,half-true,3224,"Barack Obama's health plan includes measures that could reduce the cost of health care for the typical family by $2,500 a year. These measures include expanding access to health insurance, increasing competition among health insurers, and providing incentives for employers to offer health insurance. Additionally, the plan would provide tax credits to help families pay for health insurance, and would create a public health insurance option to increase competition and choice."
4240,"""The vast, overwhelming majority of [crimes that occur with a firearm] are committed by people who don’t legally possess that firearm in the first place.""",Michael Chippendale,mostly-true,5085,This statement suggests that the majority of crimes involving firearms are committed by people who do not have the legal right to possess the firearm. This highlights the importance of gun control laws and regulations to help reduce the number of illegal firearms in circulation and reduce the number of crimes committed with firearms.
4438,"""If you are black or brown, you are nine times more likely to be stopped and frisked"" in New York City.",Lynne Derbyshire,mostly-true,4884,"In New York City, people of color are disproportionately targeted by police for stop and frisk searches. African Americans and Latinos are nine times more likely to be stopped and frisked than white people. This practice has been widely criticized for its racial bias and for violating the rights of those who are stopped."
1165,"""There are still tens of thousands of missing service members from previous and current conflicts that our nation is working to find and repatriate.""",John Scocos,true,5011,This statement is referring to the fact that there are still many service members who are unaccounted for from past and current conflicts. The United States is actively working to locate and bring these service members home. This is an ongoing effort that is taken very seriously by the government and the families of those who are missing.
3843,"The Hyde Amendment ""language was in the (human trafficking) bill. The Democratic sponsor admits it was in the bill, and she voted for it.""",Karl Rove,mostly-true,5587,"The Hyde Amendment is a language that was included in a human trafficking bill. It was sponsored by a Democrat and they voted for it. The exact purpose of the language is unclear, but it is likely related to the issue of human trafficking."
15508,Says the state of Maryland issued these Independence Day 2020 safety guidelines.,Facebook posts,pants-fire,7470,"The state of Maryland issued safety guidelines for Independence Day 2020 to help ensure the safety of its citizens. These guidelines include avoiding large gatherings, wearing face coverings, maintaining social distancing, and washing hands frequently. Additionally, fireworks should be used with caution and only in designated areas. Finally, people should stay home if they are feeling ill or have been exposed to someone with COVID-19."
15957,"Says ""Three Muslim congresswomen just refused"" to sign an oath of office to uphold the U.S. Constitution.",Bloggers,pants-fire,6926,"Three Muslim congresswomen recently refused to sign an oath of office to uphold the U.S. Constitution. This refusal has sparked a debate about the role of religion in politics and the implications of refusing to swear an oath to the Constitution. The three congresswomen have argued that their religious beliefs prevent them from taking such an oath, and that they should be allowed to take a different oath that does not conflict with their beliefs. The controversy has raised questions about the separation of church and state and the"
15928,"""The McCarran-Walter Act of 1952 bans Muslims from holding public office in the United States.""",Bloggers,pants-fire,6945,"The McCarran-Walter Act of 1952 is a federal law that prohibits Muslims from holding public office in the United States. This law was passed in response to the fear of communism and the perceived threat of foreign influence in the United States. The law has been criticized for its discriminatory nature and has been challenged in court, but it remains in effect today."
12744,"John McCain said ""he wouldn't even sit down with the government of Spain, a NATO ally that has troops in Afghanistan with us now.""",Joe Biden,barely-true,3197,"John McCain, a former US Senator, expressed his disapproval of the government of Spain by stating that he would not even sit down with them. Spain is a NATO ally and currently has troops in Afghanistan alongside the US. McCain's statement implies that he does not believe the Spanish government is trustworthy or reliable."
3951,"""You cannot get (Ebola) from just riding on a plane or bus.""",Barack Obama,mostly-true,5404,"Ebola is a highly contagious virus that can be spread through contact with an infected person's bodily fluids. However, it is not possible to contract the virus simply by riding on a plane or bus. The virus is not airborne and cannot be spread through casual contact."
12168,"Says Mitt Romney flip-flopped on supporting ""the president's Recovery Act.""",Democratic National Committee,barely-true,4349,"Mitt Romney has been accused of flip-flopping on his support for the President's Recovery Act. Initially, Romney expressed support for the Act, but later changed his stance and began to criticize it. This has led to criticism from both sides of the political aisle, with some accusing Romney of being inconsistent and opportunistic."
9766,"“Last year, Pennsylvania elected officials passed a whole new law that allows universal mail-in balloting, and did it irregardless of what the Pennsylvania Constitution said.”",Josh Hawley,barely-true,7676,"Last year, Pennsylvania elected officials passed a new law that allowed for universal mail-in balloting, despite the fact that it was not in line with the Pennsylvania Constitution. This law allowed all registered voters in the state to cast their ballots by mail, without having to go to a polling place. This law was seen as a major victory for voting rights advocates, as it made it easier for people to participate in the democratic process."
2692,"Says that in Illinois, ""fewer than 20% of those actually deported have been charged with any serious crime.""",Richard Durbin,mostly-true,7234,"This statement suggests that in Illinois, the majority of people who are deported have not been charged with any serious crimes. This indicates that the majority of people who are deported are likely not a threat to public safety."
11322,"Female students at UVA ""have a 20 percent chance of being sexually assaulted.""",Richard Saslaw,barely-true,5441,"Female students at UVA are at a high risk of sexual assault, with a 20 percent chance of being a victim. This statistic is alarming and highlights the need for increased awareness and prevention of sexual assault on college campuses. It is important for students to be aware of the risks and take steps to protect themselves, such as attending self-defense classes, avoiding risky situations, and speaking out against sexual assault."
10062,"""More than 100,000 DACA applicants have been arrested—Murder, Rape, DUI.""",Judicial Watch,barely-true,7301,"More than 100,000 DACA applicants have been arrested for serious crimes such as murder, rape, and DUI. This highlights the need for stricter immigration policies and enforcement to ensure that only those who are eligible for DACA are allowed to stay in the United States."
4799,"Since 2009, the Ohio Republican Party has made more contacts with voters — nearly 6.6 million — than any other GOP state organization in the nation.",Kevin DeWine,mostly-true,4477,"The Ohio Republican Party has been highly successful in engaging with voters since 2009. They have made more contacts with voters than any other GOP state organization in the nation, totaling 6.6 million. This has been a major factor in their success in elections and in building a strong base of support."
12259,"""We know that President Obama stole over $500 billion out of Medicare to switch it over to Obamacare.""",Michele Bachmann,barely-true,4272,"President Obama did not steal any money from Medicare to switch it over to Obamacare. The Affordable Care Act, commonly known as Obamacare, was passed in 2010 and included a number of changes to the Medicare program, including reducing payments to hospitals and other providers, increasing premiums for some beneficiaries, and introducing new taxes and fees. These changes were intended to help fund the expansion of health insurance coverage under the law."
704,"""People have actually broken down the transcripts for oral arguments and (Antonin Scalia) told more jokes and got more laughs than any of the other justices.""",Stephen Colbert,true,5889,"Antonin Scalia was known for his wit and humor during oral arguments, often making jokes and eliciting laughter from the other justices. He was the most humorous of all the justices, and his jokes were well-received."
143,"""North Carolina is one of four states"" that hasn't opened gyms.",Dan Forest,true,7478,"North Carolina is one of four states that have not yet opened gyms due to the ongoing COVID-19 pandemic. The other three states are New York, New Jersey, and Connecticut. All four states have implemented strict safety protocols to ensure the safety of gym-goers, including limiting capacity, requiring masks, and enforcing social distancing."
3217,"""Before the Affordable Care Act, (West Virginia’s) uninsured rate for people 64 to 19 was 29 percent. Today, it is 9 percent.""",Bernie Sanders,mostly-true,6253,"The Affordable Care Act has had a significant impact on West Virginia's uninsured rate. Before the ACA, 29% of people aged 64 to 19 were uninsured. Now, that rate has dropped to 9%, a 20% decrease. This shows that the ACA has been successful in providing more people with access to health care."
3736,"Wisconsin's pension system is the ""only one fully funded in the country.""",Scott Walker,mostly-true,5685,"Wisconsin's pension system is the only one in the country that is fully funded. This means that the state has enough money set aside to cover all of its current and future pension obligations. The system is managed by the Wisconsin Department of Employee Trust Funds and is funded by contributions from both employers and employees. The system is designed to provide a secure retirement for Wisconsin's public employees, including teachers, police officers, firefighters, and other state and local government workers."
5223,"At Twin River, ""we're more than competitive"" with nearby casinos in slot machine payouts.",Patti Doyle,mostly-true,4078,Twin River Casino is committed to providing competitive slot machine payouts compared to other nearby casinos. They strive to offer a wide variety of games with attractive payouts to keep customers coming back. They also offer a variety of promotions and bonuses to further incentivize players.
1239,"Says, ""Oregon has the third largest class size in the nation.""",Oregon PTA,true,4885,"Oregon has the third largest average class size in the United States, according to recent data. This means that Oregon has more students per class than most other states. This could be due to a variety of factors, such as population size, budget constraints, or educational policies."
6606,"""Apple has just announced it plans to invest a total of $350 billion in America, and hire another 20,000 workers.""",Donald Trump,half-true,6604,"Apple has announced that it will invest $350 billion in the United States and hire an additional 20,000 workers. This investment is expected to create jobs in a variety of industries, including manufacturing, engineering, retail, and research and development. It will also help to spur economic growth in the US and create new opportunities for American workers."
11340,"""U.S. troops are getting only 4 hours of Ebola training before deployment to Liberia.""",Allen West,barely-true,5406,"U.S. troops are receiving only 4 hours of Ebola training before being deployed to Liberia. This training is intended to provide troops with the necessary knowledge and skills to protect themselves from the virus while in Liberia. The training includes information on how to identify symptoms of Ebola, how to properly use protective equipment, and how to safely dispose of contaminated materials. The U.S. government has also provided additional resources to help troops prepare for their deployment, such as online courses and videos."
3147,"""When you look at all the state and local taxes we pay in Wisconsin, the wealthiest 1 percent pay the lowest overall tax rate.""",Mike McCabe,mostly-true,6350,"In Wisconsin, the wealthiest 1 percent pay the lowest overall tax rate when considering all state and local taxes. This is due to the fact that the wealthy are able to take advantage of deductions and credits that are not available to lower-income taxpayers. This means that the burden of taxation falls disproportionately on the middle and lower classes."
10194,"""A black person is four times as likely as a white person to be incarcerated for the exact same crime.""",Pete Buttigieg,barely-true,7124,"This statistic highlights the systemic racism that exists in the criminal justice system. Black people are disproportionately more likely to be incarcerated than white people for the same crime, indicating that there is an inherent bias in the system that favors white people. This is an example of institutional racism, which is a form of discrimination that is embedded in the structures and policies of society."
7232,"""We sell 40 percent of our guns without a background check.""",Mark Kelly,half-true,5755,"This statement indicates that 40% of the guns sold by this company are sold without a background check, which means that the purchaser does not have to go through a process to verify their identity or criminal history. This could potentially be dangerous, as it could allow people with criminal records or other dangerous intentions to purchase firearms without being detected."
11827,"Obamacare includes ""a $63 charge every American will begin paying (in 2013) as a way to cover some of the increased costs associated with providing health insurance to those with pre-existing conditions.""",Jim Renacci,barely-true,4738,"Obamacare is a healthcare law that was passed in 2010. It includes a $63 charge that every American will begin paying in 2013. This charge is meant to cover some of the increased costs associated with providing health insurance to those with pre-existing conditions. The law also includes other provisions such as subsidies for low-income individuals, the expansion of Medicaid, and the creation of health insurance exchanges."
3593,"""My two appointments to the Florida Supreme Court, Raul Cantero and Kenneth Bell, have earned reputations as its most consistent conservatives.""",Jeb Bush,mostly-true,5867,Raul Cantero and Kenneth Bell are two justices who have been appointed to the Florida Supreme Court. They are known for their conservative views and have earned reputations as the most consistent conservatives on the court.
